image_id,image_path,macro_stage,parent_image_id,field_id,capture_session,country,cover,panicle_frac,senescent_frac,review_flag,source,split
IMG_0626_subset_overlap_1_1,segmentation/India/rgb/IMG_0626_subset_overlap_1_1.jpg,establishment,India//IMG_0626,riceseg:India//IMG_0626,India/,India,0.3017,0.0,0.0308,1,riceseg,unassigned
IMG_0627_subset_overlap_0_0,segmentation/India/rgb/IMG_0627_subset_overlap_0_0.jpg,establishment,India//IMG_0627,riceseg:India//IMG_0627,India/,India,0.151,0.0,0.0288,0,riceseg,unassigned
IMG_0627_subset_overlap_0_1,segmentation/India/rgb/IMG_0627_subset_overlap_0_1.jpg,establishment,India//IMG_0627,riceseg:India//IMG_0627,India/,India,0.1092,0.0,0.0722,0,riceseg,unassigned
IMG_0627_subset_overlap_1_0,segmentation/India/rgb/IMG_0627_subset_overlap_1_0.jpg,establishment,India//IMG_0627,riceseg:India//IMG_0627,India/,India,0.255,0.0,0.017,0,riceseg,unassigned
IMG_0627_subset_overlap_1_1,segmentation/India/rgb/IMG_0627_subset_overlap_1_1.jpg,establishment,India//IMG_0627,riceseg:India//IMG_0627,India/,India,0.1804,0.0,0.0,0,riceseg,unassigned
IMG_0628_subset_overlap_0_0,segmentation/India/rgb/IMG_0628_subset_overlap_0_0.jpg,tillering,India//IMG_0628,riceseg:India//IMG_0628,India/,India,0.49,0.0,0.0,1,riceseg,unassigned
IMG_0628_subset_overlap_0_1,segmentation/India/rgb/IMG_0628_subset_overlap_0_1.jpg,establishment,India//IMG_0628,riceseg:India//IMG_0628,India/,India,0.2847,0.0,0.0,1,riceseg,unassigned
IMG_0628_subset_overlap_1_0,segmentation/India/rgb/IMG_0628_subset_overlap_1_0.jpg,tillering,India//IMG_0628,riceseg:India//IMG_0628,India/,India,0.4239,0.0,0.0,0,riceseg,unassigned
IMG_0628_subset_overlap_1_1,segmentation/India/rgb/IMG_0628_subset_overlap_1_1.jpg,establishment,India//IMG_0628,riceseg:India//IMG_0628,India/,India,0.227,0.0,0.0,0,riceseg,unassigned
IMG_0629_subset_overlap_0_0,segmentation/India/rgb/IMG_0629_subset_overlap_0_0.jpg,stem_booting,India//IMG_0629,riceseg:India//IMG_0629,India/,India,0.5426,0.0,0.0,1,riceseg,unassigned
IMG_0629_subset_overlap_0_1,segmentation/India/rgb/IMG_0629_subset_overlap_0_1.jpg,stem_booting,India//IMG_0629,riceseg:India//IMG_0629,India/,India,0.5196,0.0,0.0,1,riceseg,unassigned
IMG_0629_subset_overlap_1_0,segmentation/India/rgb/IMG_0629_subset_overlap_1_0.jpg,stem_booting,India//IMG_0629,riceseg:India//IMG_0629,India/,India,0.6461,0.0,0.0,0,riceseg,unassigned
IMG_0629_subset_overlap_1_1,segmentation/India/rgb/IMG_0629_subset_overlap_1_1.jpg,stem_booting,India//IMG_0629,riceseg:India//IMG_0629,India/,India,0.5633,0.0,0.0169,0,riceseg,unassigned
IMG_0631_subset_overlap_0_0,segmentation/India/rgb/IMG_0631_subset_overlap_0_0.jpg,stem_booting,India//IMG_0631,riceseg:India//IMG_0631,India/,India,0.6105,0.0,0.0124,0,riceseg,unassigned
IMG_0631_subset_overlap_0_1,segmentation/India/rgb/IMG_0631_subset_overlap_0_1.jpg,stem_booting,India//IMG_0631,riceseg:India//IMG_0631,India/,India,0.6213,0.0,0.0111,0,riceseg,unassigned
IMG_0631_subset_overlap_1_0,segmentation/India/rgb/IMG_0631_subset_overlap_1_0.jpg,tillering,India//IMG_0631,riceseg:India//IMG_0631,India/,India,0.3268,0.0,0.026,1,riceseg,unassigned
IMG_0631_subset_overlap_1_1,segmentation/India/rgb/IMG_0631_subset_overlap_1_1.jpg,tillering,India//IMG_0631,riceseg:India//IMG_0631,India/,India,0.4268,0.0,0.0007,0,riceseg,unassigned
IMG_0633_subset_overlap_0_0,segmentation/India/rgb/IMG_0633_subset_overlap_0_0.jpg,stem_booting,India//IMG_0633,riceseg:India//IMG_0633,India/,India,0.5883,0.0,0.0148,0,riceseg,unassigned
IMG_0633_subset_overlap_0_1,segmentation/India/rgb/IMG_0633_subset_overlap_0_1.jpg,stem_booting,India//IMG_0633,riceseg:India//IMG_0633,India/,India,0.6595,0.0,0.0023,0,riceseg,unassigned
IMG_0633_subset_overlap_1_0,segmentation/India/rgb/IMG_0633_subset_overlap_1_0.jpg,tillering,India//IMG_0633,riceseg:India//IMG_0633,India/,India,0.4577,0.0,0.0241,0,riceseg,unassigned
IMG_0633_subset_overlap_1_1,segmentation/India/rgb/IMG_0633_subset_overlap_1_1.jpg,tillering,India//IMG_0633,riceseg:India//IMG_0633,India/,India,0.4794,0.0,0.0113,1,riceseg,unassigned
IMG_0634_subset_overlap_0_0,segmentation/India/rgb/IMG_0634_subset_overlap_0_0.jpg,establishment,India//IMG_0634,riceseg:India//IMG_0634,India/,India,0.2911,0.0,0.0726,1,riceseg,unassigned
IMG_0634_subset_overlap_0_1,segmentation/India/rgb/IMG_0634_subset_overlap_0_1.jpg,establishment,India//IMG_0634,riceseg:India//IMG_0634,India/,India,0.2827,0.0,0.0386,1,riceseg,unassigned
IMG_0634_subset_overlap_1_0,segmentation/India/rgb/IMG_0634_subset_overlap_1_0.jpg,establishment,India//IMG_0634,riceseg:India//IMG_0634,India/,India,0.1512,0.0,0.0776,0,riceseg,unassigned
IMG_0634_subset_overlap_1_1,segmentation/India/rgb/IMG_0634_subset_overlap_1_1.jpg,establishment,India//IMG_0634,riceseg:India//IMG_0634,India/,India,0.2449,0.0,0.0639,0,riceseg,unassigned
IMG_0635_subset_overlap_0_0,segmentation/India/rgb/IMG_0635_subset_overlap_0_0.jpg,tillering,India//IMG_0635,riceseg:India//IMG_0635,India/,India,0.3189,0.0,0.0278,1,riceseg,unassigned
IMG_0635_subset_overlap_0_1,segmentation/India/rgb/IMG_0635_subset_overlap_0_1.jpg,tillering,India//IMG_0635,riceseg:India//IMG_0635,India/,India,0.3224,0.0,0.0415,1,riceseg,unassigned
IMG_0635_subset_overlap_1_0,segmentation/India/rgb/IMG_0635_subset_overlap_1_0.jpg,establishment,India//IMG_0635,riceseg:India//IMG_0635,India/,India,0.2824,0.0,0.0017,1,riceseg,unassigned
IMG_0635_subset_overlap_1_1,segmentation/India/rgb/IMG_0635_subset_overlap_1_1.jpg,tillering,India//IMG_0635,riceseg:India//IMG_0635,India/,India,0.4746,0.0,0.0291,1,riceseg,unassigned
IMG_0636_subset_overlap_0_0,segmentation/India/rgb/IMG_0636_subset_overlap_0_0.jpg,tillering,India//IMG_0636,riceseg:India//IMG_0636,India/,India,0.3943,0.0,0.0727,0,riceseg,unassigned
IMG_0636_subset_overlap_0_1,segmentation/India/rgb/IMG_0636_subset_overlap_0_1.jpg,establishment,India//IMG_0636,riceseg:India//IMG_0636,India/,India,0.2599,0.0,0.0039,0,riceseg,unassigned
IMG_0636_subset_overlap_1_0,segmentation/India/rgb/IMG_0636_subset_overlap_1_0.jpg,establishment,India//IMG_0636,riceseg:India//IMG_0636,India/,India,0.2866,0.0,0.0231,1,riceseg,unassigned
IMG_0636_subset_overlap_1_1,segmentation/India/rgb/IMG_0636_subset_overlap_1_1.jpg,establishment,India//IMG_0636,riceseg:India//IMG_0636,India/,India,0.2222,0.0,0.0019,0,riceseg,unassigned
IMG_0637_subset_overlap_0_0,segmentation/India/rgb/IMG_0637_subset_overlap_0_0.jpg,tillering,India//IMG_0637,riceseg:India//IMG_0637,India/,India,0.4297,0.0,0.0,0,riceseg,unassigned
IMG_0637_subset_overlap_0_1,segmentation/India/rgb/IMG_0637_subset_overlap_0_1.jpg,tillering,India//IMG_0637,riceseg:India//IMG_0637,India/,India,0.4848,0.0,0.0,1,riceseg,unassigned
IMG_0637_subset_overlap_1_0,segmentation/India/rgb/IMG_0637_subset_overlap_1_0.jpg,tillering,India//IMG_0637,riceseg:India//IMG_0637,India/,India,0.3424,0.0,0.0,1,riceseg,unassigned
IMG_0637_subset_overlap_1_1,segmentation/India/rgb/IMG_0637_subset_overlap_1_1.jpg,tillering,India//IMG_0637,riceseg:India//IMG_0637,India/,India,0.4659,0.0,0.0,1,riceseg,unassigned
IMG_0638_subset_overlap_0_0,segmentation/India/rgb/IMG_0638_subset_overlap_0_0.jpg,stem_booting,India//IMG_0638,riceseg:India//IMG_0638,India/,India,0.5743,0.0,0.0,0,riceseg,unassigned
IMG_0638_subset_overlap_0_1,segmentation/India/rgb/IMG_0638_subset_overlap_0_1.jpg,stem_booting,India//IMG_0638,riceseg:India//IMG_0638,India/,India,0.6008,0.0,0.0234,0,riceseg,unassigned
IMG_0638_subset_overlap_1_0,segmentation/India/rgb/IMG_0638_subset_overlap_1_0.jpg,tillering,India//IMG_0638,riceseg:India//IMG_0638,India/,India,0.3747,0.0,0.0061,0,riceseg,unassigned
IMG_0638_subset_overlap_1_1,segmentation/India/rgb/IMG_0638_subset_overlap_1_1.jpg,tillering,India//IMG_0638,riceseg:India//IMG_0638,India/,India,0.5045,0.0,0.0583,1,riceseg,unassigned
IMG_0639_subset_overlap_0_0,segmentation/India/rgb/IMG_0639_subset_overlap_0_0.jpg,stem_booting,India//IMG_0639,riceseg:India//IMG_0639,India/,India,0.5739,0.0,0.0072,0,riceseg,unassigned
IMG_0639_subset_overlap_0_1,segmentation/India/rgb/IMG_0639_subset_overlap_0_1.jpg,stem_booting,India//IMG_0639,riceseg:India//IMG_0639,India/,India,0.562,0.0,0.0,0,riceseg,unassigned
IMG_0639_subset_overlap_1_0,segmentation/India/rgb/IMG_0639_subset_overlap_1_0.jpg,establishment,India//IMG_0639,riceseg:India//IMG_0639,India/,India,0.2434,0.0,0.0153,0,riceseg,unassigned
IMG_0639_subset_overlap_1_1,segmentation/India/rgb/IMG_0639_subset_overlap_1_1.jpg,tillering,India//IMG_0639,riceseg:India//IMG_0639,India/,India,0.4682,0.0,0.0,1,riceseg,unassigned
IMG_0640_subset_overlap_0_0,segmentation/India/rgb/IMG_0640_subset_overlap_0_0.jpg,stem_booting,India//IMG_0640,riceseg:India//IMG_0640,India/,India,0.5551,0.0,0.0,1,riceseg,unassigned
IMG_0640_subset_overlap_0_1,segmentation/India/rgb/IMG_0640_subset_overlap_0_1.jpg,tillering,India//IMG_0640,riceseg:India//IMG_0640,India/,India,0.4443,0.0,0.0,0,riceseg,unassigned
IMG_0640_subset_overlap_1_0,segmentation/India/rgb/IMG_0640_subset_overlap_1_0.jpg,tillering,India//IMG_0640,riceseg:India//IMG_0640,India/,India,0.4347,0.0,0.0,0,riceseg,unassigned
IMG_0640_subset_overlap_1_1,segmentation/India/rgb/IMG_0640_subset_overlap_1_1.jpg,establishment,India//IMG_0640,riceseg:India//IMG_0640,India/,India,0.2593,0.0,0.0144,0,riceseg,unassigned
IMG_0641_subset_overlap_0_0,segmentation/India/rgb/IMG_0641_subset_overlap_0_0.jpg,tillering,India//IMG_0641,riceseg:India//IMG_0641,India/,India,0.4055,0.0,0.0,0,riceseg,unassigned
IMG_0641_subset_overlap_0_1,segmentation/India/rgb/IMG_0641_subset_overlap_0_1.jpg,stem_booting,India//IMG_0641,riceseg:India//IMG_0641,India/,India,0.5622,0.0,0.0,0,riceseg,unassigned
IMG_0641_subset_overlap_1_0,segmentation/India/rgb/IMG_0641_subset_overlap_1_0.jpg,tillering,India//IMG_0641,riceseg:India//IMG_0641,India/,India,0.3523,0.0,0.0,1,riceseg,unassigned
IMG_0641_subset_overlap_1_1,segmentation/India/rgb/IMG_0641_subset_overlap_1_1.jpg,stem_booting,India//IMG_0641,riceseg:India//IMG_0641,India/,India,0.5937,0.0,0.0,0,riceseg,unassigned
IMG_0643_subset_overlap_0_0,segmentation/India/rgb/IMG_0643_subset_overlap_0_0.jpg,stem_booting,India//IMG_0643,riceseg:India//IMG_0643,India/,India,0.7482,0.0,0.007,0,riceseg,unassigned
IMG_0643_subset_overlap_0_1,segmentation/India/rgb/IMG_0643_subset_overlap_0_1.jpg,tillering,India//IMG_0643,riceseg:India//IMG_0643,India/,India,0.4295,0.0,0.0101,0,riceseg,unassigned
IMG_0643_subset_overlap_1_0,segmentation/India/rgb/IMG_0643_subset_overlap_1_0.jpg,stem_booting,India//IMG_0643,riceseg:India//IMG_0643,India/,India,0.5437,0.0,0.0077,1,riceseg,unassigned
IMG_0643_subset_overlap_1_1,segmentation/India/rgb/IMG_0643_subset_overlap_1_1.jpg,tillering,India//IMG_0643,riceseg:India//IMG_0643,India/,India,0.3328,0.0,0.0227,1,riceseg,unassigned
IMG_0644_subset_overlap_0_0,segmentation/India/rgb/IMG_0644_subset_overlap_0_0.jpg,tillering,India//IMG_0644,riceseg:India//IMG_0644,India/,India,0.4767,0.0,0.023,1,riceseg,unassigned
IMG_0644_subset_overlap_0_1,segmentation/India/rgb/IMG_0644_subset_overlap_0_1.jpg,stem_booting,India//IMG_0644,riceseg:India//IMG_0644,India/,India,0.5242,0.0,0.0181,1,riceseg,unassigned
IMG_0644_subset_overlap_1_0,segmentation/India/rgb/IMG_0644_subset_overlap_1_0.jpg,establishment,India//IMG_0644,riceseg:India//IMG_0644,India/,India,0.2887,0.0,0.0957,1,riceseg,unassigned
IMG_0644_subset_overlap_1_1,segmentation/India/rgb/IMG_0644_subset_overlap_1_1.jpg,tillering,India//IMG_0644,riceseg:India//IMG_0644,India/,India,0.502,0.0,0.0336,1,riceseg,unassigned
IMG_0645_subset_overlap_0_0,segmentation/India/rgb/IMG_0645_subset_overlap_0_0.jpg,tillering,India//IMG_0645,riceseg:India//IMG_0645,India/,India,0.466,0.0,0.0592,1,riceseg,unassigned
IMG_0645_subset_overlap_0_1,segmentation/India/rgb/IMG_0645_subset_overlap_0_1.jpg,tillering,India//IMG_0645,riceseg:India//IMG_0645,India/,India,0.3245,0.0,0.0654,1,riceseg,unassigned
IMG_0645_subset_overlap_1_0,segmentation/India/rgb/IMG_0645_subset_overlap_1_0.jpg,tillering,India//IMG_0645,riceseg:India//IMG_0645,India/,India,0.5015,0.0,0.0044,1,riceseg,unassigned
IMG_0645_subset_overlap_1_1,segmentation/India/rgb/IMG_0645_subset_overlap_1_1.jpg,establishment,India//IMG_0645,riceseg:India//IMG_0645,India/,India,0.2395,0.0,0.0057,0,riceseg,unassigned
IMG_0646_subset_overlap_0_0,segmentation/India/rgb/IMG_0646_subset_overlap_0_0.jpg,tillering,India//IMG_0646,riceseg:India//IMG_0646,India/,India,0.476,0.0,0.0304,1,riceseg,unassigned
IMG_0646_subset_overlap_0_1,segmentation/India/rgb/IMG_0646_subset_overlap_0_1.jpg,tillering,India//IMG_0646,riceseg:India//IMG_0646,India/,India,0.3559,0.0,0.085,1,riceseg,unassigned
IMG_0646_subset_overlap_1_0,segmentation/India/rgb/IMG_0646_subset_overlap_1_0.jpg,tillering,India//IMG_0646,riceseg:India//IMG_0646,India/,India,0.4188,0.0,0.0459,0,riceseg,unassigned
IMG_0646_subset_overlap_1_1,segmentation/India/rgb/IMG_0646_subset_overlap_1_1.jpg,tillering,India//IMG_0646,riceseg:India//IMG_0646,India/,India,0.3802,0.0,0.0227,0,riceseg,unassigned
IMG_0647_subset_overlap_0_0,segmentation/India/rgb/IMG_0647_subset_overlap_0_0.jpg,stem_booting,India//IMG_0647,riceseg:India//IMG_0647,India/,India,0.6311,0.0,0.0134,0,riceseg,unassigned
IMG_0647_subset_overlap_0_1,segmentation/India/rgb/IMG_0647_subset_overlap_0_1.jpg,stem_booting,India//IMG_0647,riceseg:India//IMG_0647,India/,India,0.5383,0.0,0.0058,1,riceseg,unassigned
IMG_0647_subset_overlap_1_0,segmentation/India/rgb/IMG_0647_subset_overlap_1_0.jpg,stem_booting,India//IMG_0647,riceseg:India//IMG_0647,India/,India,0.5219,0.0,0.0217,1,riceseg,unassigned
IMG_0647_subset_overlap_1_1,segmentation/India/rgb/IMG_0647_subset_overlap_1_1.jpg,stem_booting,India//IMG_0647,riceseg:India//IMG_0647,India/,India,0.5193,0.0,0.0893,1,riceseg,unassigned
IMG_0649_subset_overlap_0_0,segmentation/India/rgb/IMG_0649_subset_overlap_0_0.jpg,stem_booting,India//IMG_0649,riceseg:India//IMG_0649,India/,India,0.5205,0.0,0.0257,1,riceseg,unassigned
IMG_0649_subset_overlap_0_1,segmentation/India/rgb/IMG_0649_subset_overlap_0_1.jpg,stem_booting,India//IMG_0649,riceseg:India//IMG_0649,India/,India,0.6413,0.0,0.0171,0,riceseg,unassigned
IMG_0649_subset_overlap_1_0,segmentation/India/rgb/IMG_0649_subset_overlap_1_0.jpg,tillering,India//IMG_0649,riceseg:India//IMG_0649,India/,India,0.4967,0.0,0.0017,1,riceseg,unassigned
IMG_0649_subset_overlap_1_1,segmentation/India/rgb/IMG_0649_subset_overlap_1_1.jpg,tillering,India//IMG_0649,riceseg:India//IMG_0649,India/,India,0.3979,0.0,0.0881,0,riceseg,unassigned
IMG_0650_subset_overlap_0_0,segmentation/India/rgb/IMG_0650_subset_overlap_0_0.jpg,stem_booting,India//IMG_0650,riceseg:India//IMG_0650,India/,India,0.5379,0.0,0.0523,1,riceseg,unassigned
IMG_0650_subset_overlap_0_1,segmentation/India/rgb/IMG_0650_subset_overlap_0_1.jpg,tillering,India//IMG_0650,riceseg:India//IMG_0650,India/,India,0.376,0.0,0.0749,0,riceseg,unassigned
IMG_0650_subset_overlap_1_0,segmentation/India/rgb/IMG_0650_subset_overlap_1_0.jpg,tillering,India//IMG_0650,riceseg:India//IMG_0650,India/,India,0.4553,0.0,0.0835,0,riceseg,unassigned
IMG_0650_subset_overlap_1_1,segmentation/India/rgb/IMG_0650_subset_overlap_1_1.jpg,stem_booting,India//IMG_0650,riceseg:India//IMG_0650,India/,India,0.5577,0.0,0.038,1,riceseg,unassigned
IMG_0651_subset_overlap_0_0,segmentation/India/rgb/IMG_0651_subset_overlap_0_0.jpg,stem_booting,India//IMG_0651,riceseg:India//IMG_0651,India/,India,0.6056,0.0,0.0,0,riceseg,unassigned
IMG_0651_subset_overlap_0_1,segmentation/India/rgb/IMG_0651_subset_overlap_0_1.jpg,tillering,India//IMG_0651,riceseg:India//IMG_0651,India/,India,0.4751,0.0,0.0,1,riceseg,unassigned
IMG_0651_subset_overlap_1_0,segmentation/India/rgb/IMG_0651_subset_overlap_1_0.jpg,stem_booting,India//IMG_0651,riceseg:India//IMG_0651,India/,India,0.5401,0.0,0.0,1,riceseg,unassigned
IMG_0651_subset_overlap_1_1,segmentation/India/rgb/IMG_0651_subset_overlap_1_1.jpg,tillering,India//IMG_0651,riceseg:India//IMG_0651,India/,India,0.394,0.0,0.0,0,riceseg,unassigned
IMG_0652_subset_overlap_0_0,segmentation/India/rgb/IMG_0652_subset_overlap_0_0.jpg,establishment,India//IMG_0652,riceseg:India//IMG_0652,India/,India,0.2974,0.0,0.0,1,riceseg,unassigned
IMG_0652_subset_overlap_0_1,segmentation/India/rgb/IMG_0652_subset_overlap_0_1.jpg,tillering,India//IMG_0652,riceseg:India//IMG_0652,India/,India,0.4523,0.0,0.0,0,riceseg,unassigned
IMG_0652_subset_overlap_1_0,segmentation/India/rgb/IMG_0652_subset_overlap_1_0.jpg,tillering,India//IMG_0652,riceseg:India//IMG_0652,India/,India,0.4994,0.0,0.0,1,riceseg,unassigned
IMG_0652_subset_overlap_1_1,segmentation/India/rgb/IMG_0652_subset_overlap_1_1.jpg,tillering,India//IMG_0652,riceseg:India//IMG_0652,India/,India,0.4161,0.0,0.0,0,riceseg,unassigned
IMG_0653_subset_overlap_0_0,segmentation/India/rgb/IMG_0653_subset_overlap_0_0.jpg,stem_booting,India//IMG_0653,riceseg:India//IMG_0653,India/,India,0.5652,0.0,0.018,0,riceseg,unassigned
IMG_0653_subset_overlap_0_1,segmentation/India/rgb/IMG_0653_subset_overlap_0_1.jpg,tillering,India//IMG_0653,riceseg:India//IMG_0653,India/,India,0.4727,0.0,0.0384,1,riceseg,unassigned
IMG_0653_subset_overlap_1_0,segmentation/India/rgb/IMG_0653_subset_overlap_1_0.jpg,tillering,India//IMG_0653,riceseg:India//IMG_0653,India/,India,0.3544,0.0,0.0508,1,riceseg,unassigned
IMG_0653_subset_overlap_1_1,segmentation/India/rgb/IMG_0653_subset_overlap_1_1.jpg,establishment,India//IMG_0653,riceseg:India//IMG_0653,India/,India,0.2762,0.0,0.0502,1,riceseg,unassigned
IMG_0658_subset_overlap_0_0,segmentation/India/rgb/IMG_0658_subset_overlap_0_0.jpg,tillering,India//IMG_0658,riceseg:India//IMG_0658,India/,India,0.3902,0.0,0.0495,0,riceseg,unassigned
IMG_0658_subset_overlap_0_1,segmentation/India/rgb/IMG_0658_subset_overlap_0_1.jpg,stem_booting,India//IMG_0658,riceseg:India//IMG_0658,India/,India,0.5718,0.0,0.0258,0,riceseg,unassigned
IMG_0658_subset_overlap_1_0,segmentation/India/rgb/IMG_0658_subset_overlap_1_0.jpg,tillering,India//IMG_0658,riceseg:India//IMG_0658,India/,India,0.3451,0.0,0.113,1,riceseg,unassigned
IMG_0658_subset_overlap_1_1,segmentation/India/rgb/IMG_0658_subset_overlap_1_1.jpg,stem_booting,India//IMG_0658,riceseg:India//IMG_0658,India/,India,0.6802,0.0,0.0262,0,riceseg,unassigned
IMG_0659_subset_overlap_0_0,segmentation/India/rgb/IMG_0659_subset_overlap_0_0.jpg,stem_booting,India//IMG_0659,riceseg:India//IMG_0659,India/,India,0.6028,0.0,0.0127,0,riceseg,unassigned
IMG_0659_subset_overlap_0_1,segmentation/India/rgb/IMG_0659_subset_overlap_0_1.jpg,stem_booting,India//IMG_0659,riceseg:India//IMG_0659,India/,India,0.6581,0.0,0.0002,0,riceseg,unassigned
IMG_0659_subset_overlap_1_0,segmentation/India/rgb/IMG_0659_subset_overlap_1_0.jpg,tillering,India//IMG_0659,riceseg:India//IMG_0659,India/,India,0.4998,0.0,0.0465,1,riceseg,unassigned
IMG_0659_subset_overlap_1_1,segmentation/India/rgb/IMG_0659_subset_overlap_1_1.jpg,tillering,India//IMG_0659,riceseg:India//IMG_0659,India/,India,0.502,0.0,0.0107,1,riceseg,unassigned
IMG_0660_subset_overlap_0_0,segmentation/India/rgb/IMG_0660_subset_overlap_0_0.jpg,stem_booting,India//IMG_0660,riceseg:India//IMG_0660,India/,India,0.619,0.0,0.0068,0,riceseg,unassigned
IMG_0660_subset_overlap_0_1,segmentation/India/rgb/IMG_0660_subset_overlap_0_1.jpg,tillering,India//IMG_0660,riceseg:India//IMG_0660,India/,India,0.4766,0.0,0.0219,1,riceseg,unassigned
IMG_0660_subset_overlap_1_0,segmentation/India/rgb/IMG_0660_subset_overlap_1_0.jpg,stem_booting,India//IMG_0660,riceseg:India//IMG_0660,India/,India,0.5933,0.0,0.0252,0,riceseg,unassigned
IMG_0660_subset_overlap_1_1,segmentation/India/rgb/IMG_0660_subset_overlap_1_1.jpg,stem_booting,India//IMG_0660,riceseg:India//IMG_0660,India/,India,0.5268,0.0,0.0905,1,riceseg,unassigned
IMG_0661_subset_overlap_0_0,segmentation/India/rgb/IMG_0661_subset_overlap_0_0.jpg,stem_booting,India//IMG_0661,riceseg:India//IMG_0661,India/,India,0.5152,0.0,0.0299,1,riceseg,unassigned
IMG_0661_subset_overlap_0_1,segmentation/India/rgb/IMG_0661_subset_overlap_0_1.jpg,tillering,India//IMG_0661,riceseg:India//IMG_0661,India/,India,0.4403,0.0,0.0448,0,riceseg,unassigned
IMG_0661_subset_overlap_1_0,segmentation/India/rgb/IMG_0661_subset_overlap_1_0.jpg,tillering,India//IMG_0661,riceseg:India//IMG_0661,India/,India,0.4127,0.0,0.0339,0,riceseg,unassigned
IMG_0661_subset_overlap_1_1,segmentation/India/rgb/IMG_0661_subset_overlap_1_1.jpg,tillering,India//IMG_0661,riceseg:India//IMG_0661,India/,India,0.3597,0.0,0.0207,1,riceseg,unassigned
IMG_0662_subset_overlap_0_0,segmentation/India/rgb/IMG_0662_subset_overlap_0_0.jpg,stem_booting,India//IMG_0662,riceseg:India//IMG_0662,India/,India,0.6623,0.0,0.0122,0,riceseg,unassigned
IMG_0662_subset_overlap_0_1,segmentation/India/rgb/IMG_0662_subset_overlap_0_1.jpg,tillering,India//IMG_0662,riceseg:India//IMG_0662,India/,India,0.3988,0.0,0.0463,0,riceseg,unassigned
IMG_0662_subset_overlap_1_0,segmentation/India/rgb/IMG_0662_subset_overlap_1_0.jpg,stem_booting,India//IMG_0662,riceseg:India//IMG_0662,India/,India,0.5371,0.0,0.0077,1,riceseg,unassigned
IMG_0662_subset_overlap_1_1,segmentation/India/rgb/IMG_0662_subset_overlap_1_1.jpg,tillering,India//IMG_0662,riceseg:India//IMG_0662,India/,India,0.4608,0.0,0.0305,1,riceseg,unassigned
IMG_0665_subset_overlap_0_0,segmentation/India/rgb/IMG_0665_subset_overlap_0_0.jpg,tillering,India//IMG_0665,riceseg:India//IMG_0665,India/,India,0.4535,0.0,0.0421,0,riceseg,unassigned
IMG_0665_subset_overlap_0_1,segmentation/India/rgb/IMG_0665_subset_overlap_0_1.jpg,tillering,India//IMG_0665,riceseg:India//IMG_0665,India/,India,0.3483,0.0,0.0403,1,riceseg,unassigned
IMG_0665_subset_overlap_1_0,segmentation/India/rgb/IMG_0665_subset_overlap_1_0.jpg,tillering,India//IMG_0665,riceseg:India//IMG_0665,India/,India,0.477,0.0,0.0294,1,riceseg,unassigned
IMG_0665_subset_overlap_1_1,segmentation/India/rgb/IMG_0665_subset_overlap_1_1.jpg,tillering,India//IMG_0665,riceseg:India//IMG_0665,India/,India,0.432,0.0,0.0463,0,riceseg,unassigned
IMG_0666_subset_overlap_0_0,segmentation/India/rgb/IMG_0666_subset_overlap_0_0.jpg,tillering,India//IMG_0666,riceseg:India//IMG_0666,India/,India,0.381,0.0,0.0467,0,riceseg,unassigned
IMG_0666_subset_overlap_0_1,segmentation/India/rgb/IMG_0666_subset_overlap_0_1.jpg,tillering,India//IMG_0666,riceseg:India//IMG_0666,India/,India,0.4024,0.0,0.013,0,riceseg,unassigned
IMG_0666_subset_overlap_1_0,segmentation/India/rgb/IMG_0666_subset_overlap_1_0.jpg,establishment,India//IMG_0666,riceseg:India//IMG_0666,India/,India,0.1956,0.0,0.0348,0,riceseg,unassigned
IMG_0666_subset_overlap_1_1,segmentation/India/rgb/IMG_0666_subset_overlap_1_1.jpg,tillering,India//IMG_0666,riceseg:India//IMG_0666,India/,India,0.3583,0.0,0.0243,1,riceseg,unassigned
IMG_0667_subset_overlap_0_0,segmentation/India/rgb/IMG_0667_subset_overlap_0_0.jpg,stem_booting,India//IMG_0667,riceseg:India//IMG_0667,India/,India,0.5388,0.0,0.0209,1,riceseg,unassigned
IMG_0667_subset_overlap_0_1,segmentation/India/rgb/IMG_0667_subset_overlap_0_1.jpg,establishment,India//IMG_0667,riceseg:India//IMG_0667,India/,India,0.264,0.0,0.0515,1,riceseg,unassigned
IMG_0667_subset_overlap_1_0,segmentation/India/rgb/IMG_0667_subset_overlap_1_0.jpg,tillering,India//IMG_0667,riceseg:India//IMG_0667,India/,India,0.3705,0.0,0.0,0,riceseg,unassigned
IMG_0667_subset_overlap_1_1,segmentation/India/rgb/IMG_0667_subset_overlap_1_1.jpg,establishment,India//IMG_0667,riceseg:India//IMG_0667,India/,India,0.0964,0.0,0.0,0,riceseg,unassigned
IMG_0668_subset_overlap_0_0,segmentation/India/rgb/IMG_0668_subset_overlap_0_0.jpg,tillering,India//IMG_0668,riceseg:India//IMG_0668,India/,India,0.3404,0.0,0.0085,1,riceseg,unassigned
IMG_0668_subset_overlap_0_1,segmentation/India/rgb/IMG_0668_subset_overlap_0_1.jpg,tillering,India//IMG_0668,riceseg:India//IMG_0668,India/,India,0.4067,0.0,0.0279,0,riceseg,unassigned
